,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths
130,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,3,1,0,0,3,0,0,4,0,1,4,0,0,7,2,0,17233157.1730632,218939957.1037194,467100000.0,715.0781032317761,0.0014175600487880125
131,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3518747941.4448137,6320800.309666242,115300000.0,33778.38514265556,0.8762747961862007
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,4,0,0,7,0,2,5,1,1,7,0,0,92066193.17429176,275166262.3299254,0.0,926.3847239648849,0.019716055264251024
133,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,6,0,0,7,2,0,7,0,3,7,0,0,16464480.863426622,234717838.2727672,84600000.0,140.0004567295315,0.0033840277222537117
134,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2292329993.390379,25037214.086173728,297900000.0,17051.943251476114,0.1623849458401222
135,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,3,0,1,0,0,0,0,2,1,2,0,1,3,0,0,337777834.46477556,166775735.4794804,92100000.0,5097.436691270546,0.07193482353446132
136,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,4,2,0,0,1,1766667858.6258125,75814112.46847615,146000000.0,22614.032447102945,0.10569208830075925
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,0,0,7,0,0,1,3,1,7,0,0,55328138.93795082,270246740.9137351,0.0,0.0,0.022101596657322496
138,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,4,5,0,0,0,0,3964562995.9099464,42655500.45207374,61400000.0,27007.46801648299,0.2923760089274308
139,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,7,0,0,7,0,1,4,1,0,5,0,0,27717357.153987747,219515716.21747977,454300000.0,0.0,0.013845487968822665
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,5,0,0,2,1,1,0,3,0,724508836.7674285,140950626.68992785,0.0,14754.147976859487,0.1729931920451498
141,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,3,0,0,3,0,0,6,0,0,2,1,0,3,0,0,47615691.59718215,165976764.28348348,357700000.0,1006.0925982307788,0.010999639521309279
142,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,365217826.4993877,28752695.323928736,485000000.0,7008.460715142207,0.08497258990850744
143,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,0,0,7,0,0,1,0,0,5,1,1,7,0,0,314215625.55218935,206378240.08681858,61400000.0,5318.076761527607,0.03966922174532622
144,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,1,5,0,0,0,3,0,1051236212.6599952,104011091.01033142,146000000.0,15426.306838257933,0.0846124980544184
145,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,4,2,0,2,0,0,0,0,0,697161575.5132523,101383630.20955925,30700000.0,23593.791562098693,0.052314792686382894
146,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,6,3,3,2,0,0,5,0,0,87714326.9396539,251135447.9986189,84600000.0,0.0,0.03791186307129654
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,7,0,0,7,0,0,3,0,0,0,3,0,377676570.4121531,194189893.70971346,0.0,8571.948886773442,0.08846403734867773
148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1963656414.5985365,66489538.10573767,0.0,16851.746363037622,0.37764896927768715
149,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,3,0,4,0,1,0,3,0,325633113.278258,104169704.0798735,351800000.0,10899.41479328964,0.03224943272350773
150,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,2,6,0,0,0,0,1206097032.7727711,83384208.12326238,115300000.0,12376.530781743115,0.24012510586163538
151,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,3,0,1,3,3,0,1055832946.177784,127214506.60656846,146000000.0,15402.96470062016,0.08696962632813884
152,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,7,0,0,0,0,0,0,3,0,4,1,0,0,0,0,332626211.7487772,109262279.89938353,182600000.0,0.0,0.22068839470922635
153,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,4,3,0,3,3,0,7,0,0,117977410.96806967,163921863.56150314,169200000.0,2161.585826239453,0.031470191176842306
154,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,3,8,0,0,182950314.0279395,98309253.84800243,600300000.0,0.0,0.12177310048679514
155,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,5,1,3,4,0,0,103990831.36069426,169801555.071944,169200000.0,0.0,0.06954340285660407
156,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,4,0,0,5,1,0,3,1,0,4,0,0,73275783.2629864,154991420.85798132,485000000.0,1033.8171145116953,0.01493681784561613
157,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,6,0,0,7,0,4,4,1,3,6,0,0,10103035.505278941,269008977.0077326,30700000.0,0.0,0.005541011633888338
158,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,6,0,0,7,0,0,5,0,2,4,3,0,18020475.05798368,188103540.75131714,351800000.0,231.97317233551013,0.003715961218476165
159,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3,0,0,0,0,3,0,0,6,1,1,1,0,0,1013859013.3580153,119842650.34273933,146000000.0,8505.302113947324,0.1897330346248196
160,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,803460906.5558726,76600643.28538297,61400000.0,17781.45480359876,0.19232122851975633
161,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,4,0,0,0,0,0,7,0,5,5,3,3,0,0,0,348233810.76086724,150633141.2323237,182600000.0,11519.546046510384,0.03413365072019391
162,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,5,1,0,7,0,0,398238231.8234596,134780123.34075382,199900000.0,7838.925848583587,0.10124493779428431
163,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,2,2,0,0,0,347034149.3236435,77616963.0358538,321100000.0,0.0,0.21934263516322455
164,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,2,0,3,0,0,120791565.16107891,108638093.43159813,515700000.0,0.0,0.07529369410297528
165,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,0,0,6,0,0,7,0,2,0,2,0,3,0,0,284512299.2552334,208287653.33241633,61400000.0,3696.5237901057017,0.047659236708392456
166,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2315938006.428441,34910310.18717702,146000000.0,22005.27445650346,0.1321994023792375
167,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,0,0,7,0,5,2,2,7,4,0,0,43589298.44348709,208835762.66880614,321100000.0,0.0,0.02226379073590304
168,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,3,0,0,2,1,0,6,6,1,4,1,0,243991977.45526856,223875595.5956738,115300000.0,3752.620679625292,0.026338697361224787
169,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,3,1,0,2,0,1,0,0,0,513203290.017354,103033910.2807486,115300000.0,17373.37018244356,0.050906526173497606
170,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,1,1,1,0,0,375193289.87995636,92770774.0814746,230600000.0,0.0,0.24515397543950113
171,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,6,4,2,0,0,0,0,519028059.6106015,91772300.66122839,182600000.0,7888.8324494207445,0.11527138310098974
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,8,0,0,4,2,1,5,0,0,185027701.66814524,215383272.16219997,0.0,0.0,0.09807531628914565
173,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,6,1,3,0,0,0,0,533039241.277735,88753371.55343886,182600000.0,8279.052009270734,0.11693063719605656
174,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,3,0,0,0,3,0,0,3,1,0,4,2,3,6,0,0,48907058.856256664,163190087.28074443,515700000.0,959.2791958586215,0.003214043477263561
175,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,2,7,1,0,6,0,0,366031690.5682518,114292203.44505364,230600000.0,7310.709799311648,0.08639360739521555
176,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,2518151778.275991,37341626.83153213,115300000.0,30682.26846633004,0.14762695542336102
177,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,2,2,3,3,0,0,161003924.5532122,117637921.73967731,382500000.0,3109.6714233969406,0.03803845083429795
178,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,0,2,0,0,0,0,0,516415645.0388306,78421983.00450702,199900000.0,21612.135696391488,0.04090513790503942
179,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,6,0,0,0,0,2307114608.38534,42674015.26807957,267200000.0,17411.8018552769,0.16438733436846348
180,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,1,5,2,0,0,0,0,513203290.017354,137503885.90641087,115300000.0,0.0,0.3393768411566507
181,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,2311176970.8788795,37273425.32982029,267200000.0,17601.137725115113,0.16458311789232388
182,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,2,0,1,3,0,0,2315938006.428441,75842559.06600708,146000000.0,17712.578871238584,0.1652492529740469
183,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,283681685.1976408,34732409.44833878,473000000.0,0.0,0.18513219499241498
184,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,3,10,0,0,0,0,0,335069774.1147034,98554877.08151414,182600000.0,0.0,0.2236185218284314
185,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3964562995.9099464,11068771.68625446,61400000.0,0.0,1.9491733928495385
186,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,4,0,0,7,0,0,4,0,0,5,5,3,6,0,0,18551112.88554294,223832060.38976082,182600000.0,0.0,0.010014627488576776
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,1,7,0,0,5,1,1,3,3,0,247772020.33214265,263818812.5655343,0.0,4960.51990215908,0.016941273338418855
188,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676085705.815366,0.0,442300000.0,28227.773176856994,0.06636006224435798
189,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3521558804.2269864,6320800.309666242,302400000.0,0.0,3.926768686447393
190,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,2088995984.609961,38845165.408473365,169200000.0,0.0,2.193266895067595
191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,7,0,0,6,1,1,5,2,0,7,0,0,4859892.017706098,340809708.89602166,0.0,88.16308992259536,0.001845389054527984
192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4326003035.451217,6320800.309666242,0.0,0.0,2.3772502295415934
193,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,7,0,6,1,0,0,3,0,513203290.017354,180858568.10646385,30700000.0,0.0,0.3393768411566507
194,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,1360599627.0137715,56383740.959291786,146000000.0,16729.45330277081,0.27983947026736666
195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,4215154614.8183312,38290267.756276876,0.0,20871.878527333916,0.8066631815567226
196,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,2851683832.6655984,36672366.490912706,115300000.0,0.0,1.6315153043762658
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,7,1,1,7,4,3,6,3,0,9470719.08281698,329390826.2367195,0.0,0.0,0.006863797391531097
198,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,2,0,0,0,3,0,0,5,1,0,3,2,1,5,0,0,20776826.25392757,161370743.81272906,818100000.0,727.2336764740877,0.001971958851872485
199,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,2394955177.6977024,38459684.232860625,236500000.0,20289.562076950882,0.17676431986798408
200,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,954795136.1924561,31530112.67088316,199900000.0,0.0,0.8677743956845059
201,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,883619195.070327,8453407.696608048,363800000.0,39413.65393600516,0.0733194460111869
202,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1959861347.3639255,42390096.456326984,115300000.0,58625.61657945771,0.29721180103227096
203,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,220266524.8885012,40435817.741905935,1014200000.0,4053.3981187957042,0.04874416200889624
204,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,3,2,0,5,0,0,180529056.1065326,75407588.71849777,1062200000.0,3678.836717821733,0.042993841071919114
205,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,3962261388.7140317,30621225.8954118,61400000.0,33452.71859751996,0.23363589116019795
206,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,4,0,0,0,0,3,0,0,0,4,0,0,0,0,1679108211.335896,81741175.77498066,30700000.0,20830.076559550642,0.13259720732878222
207,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,1,6,0,4,0,0,176557522.3978453,124755196.9194127,417700000.0,7167.433352071841,0.019714621793619578
208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,7,0,1,2,1,0,7,0,0,793240889.8452044,198725820.97629997,0.0,27532.35372686896,0.060342562374999464
209,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,841129956.7780113,8453407.696608048,363800000.0,18242.332093117373,0.20432394310801794
210,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,1,3,0,0,185371571.94934636,45796089.10791659,612300000.0,7742.32310307429,0.014894263759524464
211,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,3,0,0,0,2,0,0,7,0,0,3,3,0,2,1,0,37365400.140222505,149199087.1575483,812000000.0,1530.0736252288566,0.003138462768242689
212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,4215154614.8183312,30518832.761027623,0.0,43048.24946262619,0.2688877271855742
213,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,5,0,0,0,3,0,1074364809.5095396,83711803.38301075,146000000.0,16152.814291751376,0.08878155312572396
214,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,2681594335.0458493,50744913.350984335,30700000.0,29779.072133438847,0.7288189423163545
215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,5,2,0,0,0,0,2806891809.0741963,41909976.008937165,84600000.0,34584.17876118541,0.2125102626092573
216,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1993025918.8452692,57736068.7199129,30700000.0,0.0,2.007655496835323
217,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,3,0,0,0,0,0,3,0,0,5,1,1,0,0,0,180529056.1065326,92768021.09477097,636900000.0,3678.836717821733,0.042993841071919114
218,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,0,0,3,0,0,3,0,1,6,2,1,4,0,0,111419266.0179815,205544248.18765703,115300000.0,4140.62941086647,0.013696243927588721
219,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,877288865.6759057,55180028.18097601,61400000.0,0.0,0.6082459608262716
220,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,7,0,0,7,1,1,5,1,0,5,0,0,9698297.364442546,215000903.1034118,503700000.0,0.0,0.004583555993613597
221,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,3,0,0,0,0,0,5,0,0,4,2,1,0,0,0,640180011.6408705,96904505.28100637,151900000.0,17073.20248135316,0.0596746955127313
222,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,3,1,0,3,0,1174784272.3623865,90407890.10431969,146000000.0,10146.837205389096,0.22993154572132493
223,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,734145901.8318584,39867168.8168634,169200000.0,14795.279834437866,0.17461244474132187
224,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,1,0,0,0,3,1,0,0,0,923110836.9746658,78035356.3472336,61400000.0,36637.21305401853,0.06785023134139545
225,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,7,5,1,0,7,0,0,366031690.5682518,124788367.22766548,230600000.0,15078.33896108027,0.02879786913173852
226,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4057788033.5755205,8453407.696608048,30700000.0,37108.13147533067,0.24694603774118845
227,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,5,3,0,0,0,0,663997004.0319086,77961550.68082741,115300000.0,0.0,0.4097131157663404
228,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,1,1,0,1,0,747406730.293838,64298181.40273086,169200000.0,31290.377323404326,0.05870092538433773
229,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4055901765.8325415,12586457.998778107,30700000.0,29780.692677619256,0.3085935838397644
230,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,2,3,0,0,0,0,0,7,0,0,1,1,0,0,0,0,503478037.0584816,89370655.16694954,213300000.0,13450.709575606132,0.04503634882744211
231,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,4,1,0,0,0,0,2518151778.275991,41123276.94333158,115300000.0,14876.251377614566,0.442880866270083
232,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,2,1,1,0,0,0,1900906826.4351375,68931338.6352983,61400000.0,30126.745789778513,0.1580034906470415
233,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,7,2,0,6,2,0,7,0,0,65101022.63361122,175859872.23208934,199900000.0,1136.7041102500937,0.015833988721373978
234,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,1,3,0,0,0,0,705158815.4427236,91576135.5730498,30700000.0,0.0,0.43857409436751366
235,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,4,0,0,162582618.62787312,133206517.13683854,467100000.0,0.0,0.1291828128182182
236,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,5,1,2,7,0,0,369199570.7223997,138198692.58106807,92100000.0,4726.190207376208,0.07942194287835194
237,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,6,1,1,7,0,0,609738701.5483536,114800917.35034388,61400000.0,9556.933109100526,0.14956026645519793
238,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,240013559.33785084,49313893.63801852,946900000.0,5050.167345284095,0.05886204224925699
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,1,2,0,0,0,0,908467122.2633266,80392962.08965638,0.0,32440.364220065036,0.06925396909596807
240,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,4,1,0,7,0,0,2289031431.733564,81418045.66443053,176700000.0,16788.593030789758,0.16265574700910582
241,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,3,0,1,7,2,0,0,0,0,586556826.101331,148641966.57557517,30700000.0,18042.4131038769,0.056715454789451746
242,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,1,1,3,0,0,435417481.11688495,56630009.03141329,230600000.0,17786.074975982898,0.03880360130287186
243,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,330227341.7851939,17803345.000196747,606200000.0,0.0,0.2034991762249513
244,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,0,1,0,0,0,0,171447900.16755715,120653037.97850403,351800000.0,8805.819035919603,0.010410062627633476
245,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4055901765.8325415,7332080.219521779,30700000.0,17938.48782463654,0.7406246012154343
246,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,3,0,0,4,0,0,6,0,6,3,3,0,5,0,0,8131839.324736295,219940885.9902873,388400000.0,179.2964554082427,0.0017090552257530585
247,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,6,0,0,3,0,0,88199950.41046833,112581903.71163374,600300000.0,0.0,0.05994711684412539
248,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,4026780050.4869623,35743850.692857295,30700000.0,17392.459794089253,0.727939468770394
249,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,7,0,2,7,1,0,3,0,0,356394625.503822,157168956.39845812,146000000.0,7269.577941733266,0.08477435469904349
250,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,180529056.1065326,42674969.43493059,1110800000.0,0.0,0.11942733631088642
251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,1,3,0,0,0,0,724508836.7674285,107400103.5877643,0.0,0.0,0.48053664456986045
252,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,7,3,3,4,2,0,7,0,0,8846691.606314927,274865800.8126968,84600000.0,0.0,0.005348739033963733
253,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,4,2,0,0,3,0,0,0,6,1,5,1,0,5,0,0,164052677.03378904,196552561.55923986,146000000.0,6829.88250174702,0.021167671085828864
254,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,3,0,0,0,1,0,3,0,3,7,0,0,256580009.5347801,130138845.73575717,230600000.0,9245.103455442246,0.0350758029283952
255,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,3,7,0,0,4,0,0,0,3,0,7,1,3,6,0,0,46426539.04306788,219288151.26069343,176700000.0,1703.6966186753912,0.00674362785922518
256,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3,0,0,0,0,465858791.209402,40571111.3149534,321100000.0,0.0,0.30574946301103545
257,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,6,1,0,7,0,0,204177295.05285624,134156496.42227405,321100000.0,0.0,0.13767436923192328
258,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,7,0,0,0,1,3,0,0,691357188.9019718,113185393.74474508,61400000.0,12249.169355365446,0.14461764185165182
259,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,473522596.5119391,34202711.611239396,321100000.0,19727.156432035998,0.036990288121768106
260,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2311176970.8788795,8453407.696608048,267200000.0,10602.09707677522,0.39499948294157716
261,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,921760133.785953,15063068.18035096,230600000.0,20711.02357161929,0.22327884066734388
262,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,4,3,0,268470148.6241084,120119624.50127558,394500000.0,0.0,0.15608798034382562
